rank	word	english
1226	spillede	to play
1227	bære	to carry
1228	kørt	to drive
1229	ødelægger	to destroy
1230	pigerne	girl
1231	bringer	chest
1232	udmærket	excellently
1233	sørge	to grieve, mourn, lament
1234	smutter	an unfortunate incident or event
1235	te	tea
1236	vend	to turn
1237	hær	That branch of the armed forces concerned mainly with…
1238	d	abbreviation of dronning
1239	skridt	step, footstep, pace
1240	brænder	to burn
1241	fed	to fatten
1242	fanger	to catch, to capture
1243	hotel	hotel
1244	vin	wine
1245	virke	function properly
1246	stikker	stick
1247	sørg	to grieve, mourn, lament
1248	løjtnant	lieutenant
1249	lugter	smell
1250	forsøg	try
1251	jord	earth
1252	boede	to live, reside, dwell
1253	amerikanske	American; of or pertaining to the Americas
1254	liget	body, corpse
1255	gemmer	to hide, conceal
1256	forbindelse	connection
1257	tilhører	listener
1258	vegne	behalf
1259	bordet	table, desk
1260	kælling	bitch
1261	munden	mouth
1262	kontoret	office
1263	start	to start
1264	bedt	to ask, request
1265	svare	sore, dire
1266	sindssyg	insane
1267	selskab	company, firm
1268	bryde	to break
1269	vidne	witness
1270	kraft	strength
1271	regler	rule
1272	uheld	bad luck
1273	halvt	half
1274	synge	sing
1275	båd	boat
1276	forsvundet	to vanish, to disappear
1277	bogen	book
1278	nøglen	key
1279	knap	hardly, scarcely
1280	sager	matter, affair
1281	gifte	poison
1282	henne	a point in time
1283	ødelagde	to destroy
1284	beholde	to keep, retain, maintain
1285	rejs	rise
1286	gal	crazy, mad, insane
