rank	word	english	ipa
540	mesin	machine	/məˈsin/
541	barang	approximately	/ˈbaraŋ/
542	berita	news	/bəˈrita/
543	bukti	proof, evidence	/ˈbukti/
544	mimpi	dream	/ˈmimpi/
545	l	initialism of laki-laki	/ˈɛl/
546	bisnis	business	[ˈbɪsnɪs]
547	menangis	to cry	/məˈna.ŋis/
548	tembak	to shoot	/ˈtembak/
549	menulis	to write	/məˈnulis/
550	menelepon	active of telepon	/məneˈlepɔn/
551	berbahaya	dangerous; hazardous	/bərbaˈhaja/
552	pikiran	Representation created in the mind without the use of one's…	/piˈkiran/
553	mencuri	to steal	/mənˈt͡ʃuri/
554	terluka	suffering from a wound, especially one acquired in battle…	/tərˈluka/
555	tersebut	that, the aforementioned, said	/tərsəˈbut/
556	pakai	with, by, using	/ˈpakai̯/
557	berani	brave	/bəˈrani/
558	agak	approximately	[aɡaʔ]
559	awak	I; me	/ˈawaʔ/
560	melindungi	to protect	/məlinˈduŋi/
561	benda	object, good, etc	/bənˈda/
562	membaca	active of baca	/məmˈbat͡ʃa/
563	setengah	half	[sə.tə.ˈŋah]
564	hitam	black	/ˈhitam/
565	ha	expression of excitement or ridicule: ha!	/ha/
566	musim	each of the divisions of a year	/ˈmusim/
567	enak	delicious	/ˈɛnak/
568	lagu	song	/ˈlaɡu/
569	kemarin	yesterday	/kəˈmarin/
570	tubuh	body	/ˈtubuh/
571	siang	daytime	/ˈsiaŋ/
572	man	acronym of madrasah aliah negeri	[ˈman]
573	memikirkan	active of pikirkan	/məmiˈkirkan/
574	bersalah	to make a mistake	/bərˈsalah/
575	mengirim	to make something go from one place to another	/məˈŋirim/
576	mengenai	of; about; on; regarding	/mə.ŋəˈnai̯/
577	memutuskan	has decided	[məmuˈtʊskan]
578	mengubah	to change	/məˈŋubah/
579	saling	each other, one another	/ˈsaliŋ/
580	harap	please	/ha.rap/
581	paman	uncle	/ˈpaman/
582	hingga	until	[ˈhiŋɡa]
583	mendengarkan	active of dengarkan	/mən.dəˈŋar.kan/
584	terhadap	toward; towards	/tərˈhadap/
585	saudara	you	/sau̯ˈdara/
586	hukum	a binding regulation or custom established by its…	/ˈhukum/
587	menghilang	to disappear, to vanish, to be no longer visible	/məŋˈhilaŋ/
588	tugas	task	/ˈtuɡas/
589	betapa	how, such	/bəˈtapa/
590	lupakan	to forget	/luˈpakan/
591	obat	medicine	/ˈobat/
592	hadiah	gift	/haˈdiah/
593	manis	sweet	/ˈmanis/
594	sebelah	a half	/səbəˈlah/
595	menghabiskan	to finish	/məŋhaˈbiskan/
596	informasi	explanation	/infɔrmasi/
597	selain	in addition to, besides	/ˈsɛlaɪn/
