rank	word	english
1181	meji	border, boundary
1182	središče	center
1183	loči	to separate
1184	snov	material, substance
1185	plesa	dance
1186	tlak	pressure
1187	seksati	to have sex
1188	trava	grass
1189	lepota	beauty
1190	oglas	advertisement
1191	rima	rhyme
1192	vejo	branch
1193	pogodba	contract
1194	občinstvo	audience
1195	objem	hug, embrace
1196	klavir	piano
1197	kovanec	coin
1198	zbežati	to escape, to get free
1199	nadarjen	gifted, talented
1200	igrišče	playground
1201	žep	pocket
1202	ded	grandfather
1203	koš	basket
1204	udariti	to hit, to strike
1205	njun	their, theirs, of them two
1206	vitez	knight
1207	bodita	second-person dual imperative of bíti
1208	ducat	dozen, 12
1209	senca	shadow
1210	plesu	dance
1211	begu	dative/locative singular of bẹ̑g
1212	občutljiv	sensitive
1213	kmet	peasant
1214	molitev	prayer
1215	šal	scarf
1216	bežati	to flee, run away
1217	stavba	building, structure
1218	agencija	Agency, establishment engaged in doing business for another
1219	neposredno	directly, immediately
1220	čutiti	to feel, to experience
1221	trideset	thirty
1222	vez	tie, binding, tether
1223	najlepši	superlative degree of lẹ̑p
1224	stopiti	to step
1225	jeza	anger
1226	krožnik	plate, dish
1227	diamant	diamond
1228	pest	fist
1229	kuža	doggy
1230	kit	whale
1231	ruski	Russian
1232	nohte	nail
1233	pepel	ashes
1234	osel	donkey
1235	dolgi	definite masculine nominative singular
1236	bodimo	first-person plural imperative of bíti
1237	klovn	clown
1238	loviti	to chase, pursue
1239	baker	copper
1240	radoveden	curious
1241	lopov	thief
1242	mraz	cold
1243	jemal	to take
1244	dotakniti	to touch
1245	zaspati	to fall asleep
1246	kisik	oxygen
1247	jabolko	apple
1248	vzdevek	nickname
1249	besedilo	text
1250	lev	lion
1251	teto	aunt
1252	kuhati	to cook
1253	oddajnik	transmitter
1254	tele	calf
1255	gnezdo	nest
1256	kuhinja	kitchen
1257	upor	uprising, revolt, rebellion
1258	rib	fish
1259	sestrična	cousin
1260	slava	glory
1261	maček	cat
1262	puška	rifle
1263	poljubiti	to kiss
1264	namenoma	deliberately, intentionally, on purpose
1265	zajec	hare, rabbit
1266	gledališče	theater
1267	menil	to think, to believe
1268	suženj	slave
1269	nemški	German
1270	koleno	knee
1271	bolnik	patient
1272	peta	heel
1273	pohištvo	furniture
1274	moder	blue
1275	nadzorovati	to supervise
1276	obljubiti	to promise
1277	slovo	farewell
1278	počasneje	comparative degree of počásno
1279	gnoj	manure
1280	delavec	worker
1281	dno	bottom
1282	rešen	to save
1283	stojijo	to cost
1284	sadje	fruit
1285	starost	old age
1286	varuh	guardian
1287	kladivo	hammer
1288	prijaviti	to enter, to log in
1289	srajca	shirt
1290	skrit	supine of skríti
1291	miš	mouse
1292	bos	barefoot
1293	suh	dry
1294	počivati	to rest, to take a rest
1295	zori	dawn
