rank	word	english
999	forlot	to leave, depart, abandon
1000	takke	to thank
1001	spørsmålet	a question
1002	møter	a meeting
1003	stakk	to stick, prick, stab, pierce, cut, thrust, put, jut, bite,…
1004	frue	housewife, mistress
1005	himmelen	sky
1006	hvilke	which
1007	ene	one
1008	besøk	to visit
1009	pistolen	a pistol
1010	ringt	to ring
1011	mål	a given dimension; measurement
1012	retten	a right
1013	halv	half
1014	nærheten	vicinity
1015	glede	happiness, joy, delight, gladness, pleasure
1016	merke	a mark
1017	legen	a doctor
1018	stans	to stop, halt
1019	frøken	Miss, miss
1020	saker	a legal dispute, litigation
1021	bedt	to pray
1022	lært	to teach
1023	greier	thing, object
1024	årene	a year
1025	tjener	to serve
1026	vakkert	beautiful
1027	pleier	nurse, carer
1028	slutten	an end, ending, termination, conclusion; the point at which…
1029	bekymre	to worry
1030	klær	clothes
1031	tegn	sign, symbol
1032	hunden	dog; hound
1033	trist	sad
1034	gave	a present or gift
1035	trygt	surely, safely, with confidence
1036	ungene	child
1037	prater	to chat
1038	fange	convict, inmate, prisoner
1039	forferdelig	terrible, awful
1040	minst	least
1041	makt	power
1042	gravid	pregnant
1043	båten	a boat
1044	danse	to dance
1045	ekstra	extra
1046	ansvar	responsibility
1047	spilte	to play
1048	håpet	hope
1049	stemme	a voice
1050	fikse	to fix
1051	fullt	fully
1052	kvitt	være / bli kvitt - be rid of
1053	faller	to fall
1054	hundre	hundred
1055	meget	very
1056	politi	police
1057	flytt	to move
1058	lunsj	lunch; a meal eaten between breakfast and dinner, usually…
1059	stol	to trust
1060	våpenet	a weapon; arms
1061	såret	a wound
1062	lest	to read
1063	tjene	to serve
1064	hjernen	brain
1065	skogen	forest, wood
1066	musikk	music
1067	svare	to reply, answer
1068	lurt	to deceive, trick
1069	poenget	a point
1070	frisk	fresh
1071	jul	Christmas, also Yule
1072	krever	to demand
1073	sikkerhet	security
1074	drap	homicide, killing, murder
1075	vakre	beautiful
1076	sjekker	check, cheque
1077	dårlige	bad, unwell, poor, of poor quality
1078	bestemt	to decide
1079	herlig	delightful, glorious, lovely
1080	bordet	table
1081	skip	ship
1082	dele	to divide
1083	bok	book
1084	konge	fantastic, great
1085	nummeret	a number
1086	nødvendig	necessary
1087	fører	to lead, conduct, guide, drive, command
1088	likt	to like
1089	blå	blue
1090	minner	memory
1091	taket	roof
1092	sverger	to swear
1093	lete	to look
1094	starte	to start
1095	vennligst	friendly
1096	leke	a toy, something to play with
1097	tilhører	a listener
1098	dypt	fast
1099	leser	to read
1100	trøbbel	trouble
1101	nervøs	nervous
1102	begynt	to begin, start
1103	nøyaktig	exactly
1104	karer	a bloke, chap, fellow, guy, man
1105	drøm	a dream
1106	bakken	a hill or slope
1107	starter	a start
1108	mangler	lack, want, absence
1109	altfor	too
1110	bry	bother, inconvenience, trouble
1111	trenge	to press
1112	selskap	company
1113	høyere	high, tall
1114	truffet	to hit, strike
1115	knapt	barely, hardly
1116	glemmer	to forget
1117	forresten	by the way; however; moreover; besides; as a matter of…
1118	sånne	such, like that
1119	startet	to start
1120	spiste	to eat
1121	hopp	to jump
1122	spist	to eat
1123	kirken	church
1124	bytte	change, exchange, swap
1125	stoppet	stuffing, filling, padding
1126	liket	a corpse, body
1127	trekke	to pull
1128	ødela	to destroy, lay waste to
1129	håp	to hope, to have hope
1130	endre	to change
1131	hemmelig	secret
1132	sikre	safe, secure
1133	møttes	to meet, converge
1134	folkene	a people, nation
1135	overleve	to survive
1136	situasjonen	a situation
1137	ordet	a word
1138	seriøst	really?
1139	omtrent	approximately, about
1140	bodde	to live, stay
1141	inni	denotes static location; also an internal state – in,…
1142	folket	a people, nation
1143	hel	to heal
1144	stand	condition, order, state
1145	målet	a given dimension; measurement
1146	ifølge	according to
1147	mark	a worm
1148	hvit	white
1149	bevise	to prove
1150	velger	to choose
1151	dommer	judgement, sentence
1152	vinduet	a window
1153	leiligheten	a flat or apartment
1154	bank	to knock
1155	taper	to lose
1156	kast	to throw
1157	glass	glass
1158	grunnen	ground
1159	bestemor	a grandmother; the mother of one's parent
1160	stopper	to stop
1161	løytnant	a lieutenant
1162	unngå	to avoid
1163	lovet	to praise
1164	kyss	to kiss
1165	forlater	to leave, depart, abandon
1166	åpner	to open
1167	oppdaget	to discover
1168	blåser	to blow
1169	dessuten	also, besides, furthermore, moreover, in addition
1170	nøkkelen	a key
1171	fikser	to fix
1172	typen	a type
1173	bygge	to build
1174	leste	to read
1175	brev	a letter
1176	tull	nonsense, hogwash, silliness, buffoonery
1177	nekter	to refuse or decline
1178	dratt	to pull, draw, drag
1179	greie	straight, easy
1180	menneskene	a human or human being; man
1181	ansikt	face
1182	type	a type
1183	stjele	to steal
1184	våkne	awake
1185	følelser	feeling, sensation
1186	løpe	to run
1187	bestemmer	to decide
1188	mulighet	an opportunity
1189	te	tea
1190	låne	to lend
1191	elskling	Term of address for a love interest, darling, love, dear
1192	eldre	de eldre - the elderly
1193	sees	to see
1194	kalles	to call, name
1195	iallfall	alternative form of i alle fall
1196	fornøyd	pleased
1197	frokost	breakfast; the first meal of the day, usually eaten early…
1198	ødelegger	to destroy, lay waste to
1199	sexy	sexy
1200	guttene	a boy
1201	loven	law
1202	gratis	free
1203	ren	clean
1204	hår	hair
1205	engelsk	English, someone or something from England, sometimes used…
1206	beholde	to keep, retain
1207	kontor	an office
1208	inntil	until
1209	åpen	open
1210	drømmer	a dream
1211	bar	to bear; endure
1212	arrestert	to arrest
1213	klærne	clothes
1214	spesiell	special
1215	pistol	a pistol
1216	tilfelle	a case or instance
1217	kall	to call, name
1218	vin	wine
1219	blodet	blood
1220	lette	easy
1221	stjålet	to steal
1222	beina	a leg
1223	avtalen	agreement, contract, appointment
1224	toget	a train
1225	varmt	warmly
1226	sakene	a legal dispute, litigation
1227	derfra	from there
1228	slag	A hit; punch
1229	vakt	to wake up someone; wake someone, awaken
